0,0.0
1,1.0
2,0.0
3,0.0
4,1.0
5,1.0
6,0.0
7,0.0
8,1.0
9,1.0
10,1.0
11,0.0
12,1.0
13,1.0
14,1.0
15,0.0
16,0.0
17,
18,0.0
19,1.0
20,1.0
21,0.0
22,1.0
23,1.0
24,0.0
25,0.0
26,1.0
27,0.0
28,1.0
29,1.0
30,0.0
31,0.0
32,0.0
33,1.0
34,1.0
35,0.0
36,1.0
37,0.0
38,0.0
39,
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,1.0
46,0.0
47,0.0
48,1.0
49,0.0
50,
51,0.0
52,0.0
53,1.0
54,0.0
55,0.0
56,1.0
57,
58,1.0
59,1.0
60,0.0
61,1.0
62,0.0
63,0.0
64,1.0
65,0.0
66,0.0
67,0.0
68,1.0
69,0.0
70,0.0
71,1.0
72,0.0
73,0.0
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,0.0
80,1.0
81,1.0
82,0.0
83,1.0
84,1.0
85,0.0
86,1.0
87,0.0
88,1.0
89,0.0
90,1.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,1.0
97,1.0
98,0.0
99,1.0
100,1.0
101,1.0
102,0.0
103,1.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,1.0
111,1.0
112,0.0
113,1.0
114,0.0
115,0.0
116,1.0
117,1.0
118,1.0
119,0.0
120,0.0
121,0.0
122,1.0
123,0.0
124,1.0
125,1.0
126,0.0
127,0.0
128,1.0
129,0.0
130,0.0
131,0.0
132,1.0
133,0.0
134,0.0
135,0.0
136,1.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,1.0
143,0.0
144,1.0
145,0.0
146,1.0
147,1.0
148,1.0
149,1.0
150,0.0
151,1.0
152,1.0
153,0.0
154,0.0
155,1.0
156,0.0
157,1.0
158,1.0
159,
160,0.0
161,1.0
162,
163,1.0
164,1.0
165,0.0
166,0.0
167,1.0
168,1.0
169,0.0
170,0.0
171,1.0
172,1.0
173,1.0
174,0.0
175,1.0
176,0.0
177,1.0
178,1.0
179,0.0
180,0.0
181,1.0
182,0.0
183,1.0
184,1.0
185,0.0
186,1.0
187,0.0
188,1.0
189,0.0
190,1.0
191,0.0
192,1.0
193,0.0
194,1.0
195,0.0
196,0.0
197,
198,0.0
199,1.0
200,0.0
201,1.0
202,1.0
203,1.0
204,1.0
205,0.0
206,1.0
207,1.0
208,1.0
209,0.0
210,0.0
211,1.0
212,1.0
213,0.0
214,0.0
215,0.0
216,1.0
217,0.0
218,0.0
219,0.0
220,0.0
221,1.0
222,0.0
223,
224,0.0
225,1.0
226,0.0
227,1.0
228,0.0
229,1.0
230,1.0
231,0.0
232,1.0
233,1.0
234,1.0
235,1.0
236,
237,1.0
238,1.0
239,0.0
240,1.0
241,1.0
242,1.0
243,0.0
244,0.0
245,1.0
246,1.0
247,1.0
248,1.0
249,0.0
250,0.0
251,1.0
252,0.0
253,0.0
254,1.0
255,1.0
256,0.0
257,0.0
258,1.0
259,1.0
260,1.0
261,1.0
262,1.0
263,1.0
264,1.0
265,1.0
266,0.0
267,0.0
268,0.0
269,0.0
270,1.0
271,1.0
272,1.0
273,1.0
274,1.0
275,0.0
276,1.0
277,1.0
278,1.0
279,0.0
280,1.0
281,0.0
282,1.0
283,0.0
284,0.0
285,0.0
286,1.0
287,0.0
288,0.0
289,0.0
290,
291,1.0
292,1.0
293,0.0
294,1.0
295,1.0
296,1.0
297,0.0
298,1.0
299,1.0
300,0.0
301,1.0
302,0.0
303,0.0
304,1.0
305,0.0
306,0.0
307,1.0
308,0.0
309,1.0
310,0.0
311,1.0
312,0.0
313,1.0
314,1.0
315,1.0
316,1.0
317,1.0
318,1.0
319,0.0
320,1.0
321,1.0
322,1.0
323,
324,
325,0.0
326,1.0
327,0.0
328,1.0
329,0.0
330,1.0
331,1.0
332,0.0
333,0.0
334,1.0
335,1.0
336,0.0
337,1.0
338,1.0
339,1.0
340,1.0
341,0.0
342,0.0
343,
344,1.0
345,1.0
346,1.0
347,1.0
348,1.0
349,1.0
350,0.0
351,1.0
352,0.0
353,1.0
354,0.0
355,1.0
356,1.0
357,1.0
358,1.0
359,0.0
360,1.0
361,1.0
362,0.0
363,
364,0.0
365,0.0
366,0.0
367,1.0
368,0.0
369,1.0
370,0.0
371,0.0
372,1.0
373,1.0
374,0.0
375,0.0
376,1.0
377,0.0
378,1.0
379,0.0
380,1.0
381,0.0
382,1.0
383,1.0
384,1.0
385,1.0
386,0.0
387,0.0
388,1.0
389,0.0
390,1.0
391,1.0
392,1.0
393,0.0
394,1.0
395,1.0
396,0.0
397,1.0
398,1.0
399,1.0
400,1.0
401,1.0
402,1.0
403,1.0
404,1.0
405,0.0
406,1.0
407,1.0
408,0.0
409,1.0
410,1.0
411,1.0
412,1.0
413,0.0
414,1.0
415,
416,0.0
417,0.0
418,1.0
419,1.0
420,1.0
421,1.0
422,1.0
423,1.0
424,0.0
425,1.0
426,1.0
427,1.0
428,1.0
429,1.0
430,1.0
431,0.0
432,1.0
433,1.0
434,0.0
435,
436,0.0
437,0.0
438,0.0
439,0.0
440,1.0
441,0.0
442,1.0
443,0.0
444,
445,1.0
446,0.0
447,0.0
448,0.0
449,1.0
450,0.0
451,0.0
452,
453,1.0
454,0.0
455,0.0
456,1.0
457,1.0
458,0.0
459,0.0
460,1.0
461,0.0
462,1.0
463,1.0
464,0.0
465,1.0
466,1.0
467,1.0
468,1.0
469,
470,0.0
471,
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,1.0
480,1.0
481,1.0
482,1.0
483,1.0
484,1.0
485,1.0
486,0.0
487,0.0
488,1.0
489,1.0
490,0.0
491,1.0
492,1.0
493,1.0
494,1.0
495,0.0
496,0.0
497,0.0
498,1.0
499,0.0
500,1.0
501,0.0
502,0.0
503,1.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,1.0
510,1.0
511,0.0
512,0.0
513,0.0
514,0.0
515,1.0
516,
517,1.0
518,0.0
519,1.0
520,1.0
521,1.0
522,1.0
523,0.0
524,1.0
525,
526,1.0
527,1.0
528,0.0
529,1.0
530,1.0
531,1.0
532,
533,1.0
534,0.0
535,0.0
536,1.0
537,0.0
538,
539,0.0
540,0.0
541,1.0
542,0.0
543,1.0
544,1.0
545,0.0
546,1.0
547,1.0
548,1.0
549,1.0
550,0.0
551,0.0
552,1.0
553,0.0
554,1.0
555,1.0
556,0.0
557,1.0
558,1.0
559,0.0
560,0.0
561,1.0
562,1.0
563,1.0
564,1.0
565,1.0
566,1.0
567,0.0
568,0.0
569,1.0
570,0.0
571,0.0
572,1.0
573,0.0
574,0.0
575,1.0
576,1.0
577,0.0
578,0.0
579,1.0
580,0.0
581,0.0
582,0.0
583,1.0
584,1.0
585,1.0
586,0.0
587,0.0
588,1.0
589,0.0
590,1.0
591,1.0
592,
593,0.0
594,1.0
595,0.0
596,0.0
597,1.0
598,1.0
599,1.0
600,0.0
601,1.0
602,1.0
603,0.0
604,1.0
605,1.0
606,1.0
607,1.0
608,0.0
609,0.0
610,0.0
611,1.0
612,1.0
613,0.0
614,1.0
615,1.0
616,0.0
617,0.0
618,1.0
619,1.0
620,0.0
621,1.0
622,1.0
623,0.0
624,1.0
625,1.0
626,
627,1.0
628,1.0
629,
630,1.0
631,1.0
632,0.0
633,1.0
634,0.0
635,
636,1.0
637,1.0
638,1.0
639,0.0
640,0.0
641,0.0
642,1.0
643,1.0
644,0.0
645,1.0
646,1.0
647,0.0
648,0.0
649,1.0
650,0.0
651,0.0
652,1.0
653,0.0
654,0.0
